,rent_address,mall,min_distance,min_duration,postcode,price
222,478-wellington-street-clifton-hill-vic-3068-16105769,Bentons Square Shopping Centre,3150.5,426.33,3068,480.0
223,02-378-st-georges-road-fitzroy-north-vic-3068-16111995,Acland Court Shopping Centre,2192.28,239.84,3068,450.0
224,108a-queens-parade-fitzroy-north-vic-3068-16113014,Balnarring Village Shopping Centre,3110.03,440.02,3068,650.0
225,304-11-reid-street-fitzroy-north-vic-3068-16098276,Acland Court Shopping Centre,2372.99,270.38,3068,450.0
226,g2-26-nicholson-street-fitzroy-north-vic-3068-16108768,206 Bourke Street,2320.78,233.64,3068,590.0
227,304-38-nicholson-street-fitzroy-north-vic-3068-16098711,206 Bourke Street,2271.11,232.97,3068,550.0
228,103-38-nicholson-street-fitzroy-north-vic-3068-16097154,206 Bourke Street,2271.11,232.97,3068,375.0
229,45-mckean-street-fitzroy-north-vic-3068-16092855,Balnarring Village Shopping Centre,3309.39,487.86,3068,550.0
230,48-clifton-avenue-clifton-hill-vic-3068-16092358,Altona Gate Shopping Centre,3074.56,450.21,3068,650.0
231,15-queen-street-fitzroy-north-vic-3068-16098797,206 Bourke Street,2287.42,299.62,3068,635.0
232,8-victoria-road-northcote-vic-3070-16093432,206 Bourke Street,2359.31,238.29,3070,680.0
233,6-22-french-avenue-northcote-vic-3070-16099680,Acland Court Shopping Centre,1335.03,153.13,3070,680.0
234,8-133-clarke-street-northcote-vic-3070-16091779,206 Bourke Street,1427.04,200.1,3070,340.0
235,202-2-separation-street-northcote-vic-3070-16099480,206 Bourke Street,285.34,47.12,3070,460.0
236,121-5-beavers-road-northcote-vic-3070-16088994,206 Bourke Street,679.78,97.14,3070,485.0
237,207-2-6-mccutcheon-street-northcote-vic-3070-15874383,206 Bourke Street,544.21,79.45,3070,500.0
238,67-clarke-street-northcote-vic-3070-16092703,Acland Court Shopping Centre,2192.82,248.81,3070,650.0
239,2-274-st-georges-road-northcote-vic-3070-16113021,206 Bourke Street,1690.03,184.01,3070,570.0
240,9a-spencer-street-northcote-vic-3070-16103679,206 Bourke Street,1139.19,191.5,3070,645.0
241,g04-66-waterloo-road-northcote-vic-3070-16108577,206 Bourke Street,1170.87,169.85,3070,520.0
242,29-turnball-grove-northcote-vic-3070-16110278,206 Bourke Street,612.08,101.1,3070,610.0
243,13-58-clarendon-street-thornbury-vic-3071-16101018,206 Bourke Street,1780.14,244.68,3071,400.0
244,4-86-normanby-avenue-thornbury-vic-3071-16108540,Altona Gate Shopping Centre,2234.45,227.73,3071,560.0
245,13-fenwick-street-thornbury-vic-3071-16108011,206 Bourke Street,958.15,194.31,3071,630.0
246,59-comas-grove-thornbury-vic-3071-16108541,Balnarring Village Shopping Centre,2709.05,272.2,3071,740.0
247,47-speight-street-thornbury-vic-3071-16094346,206 Bourke Street,1522.14,207.57,3071,730.0
248,8-52-pender-street-thornbury-vic-3071-16113012,Barkly Square,2609.07,322.83,3071,260.0
249,118-normanby-avenue-thornbury-vic-3071-16109205,Altona Gate Shopping Centre,2455.66,243.66,3071,750.0
250,348-gooch-street-thornbury-vic-3071-16099884,Balnarring Village Shopping Centre,2957.98,370.95,3071,700.0
251,3-291-rathmines-street-thornbury-vic-3071-16091151,Acland Court Shopping Centre,2122.24,234.82,3071,680.0
252,16-rossmoyne-street-thornbury-vic-3071-16107643,Acland Court Shopping Centre,1820.39,192.91,3071,670.0
253,19-122-high-street-preston-vic-3072-16112735,206 Bourke Street,1303.49,165.39,3072,450.0
254,4-492-plenty-road-preston-vic-3072-16103925,Balnarring Village Shopping Centre,1384.71,158.91,3072,500.0
255,110-raglan-street-preston-vic-3072-16103893,206 Bourke Street,2041.6,244.28,3072,595.0
256,78-oakover-road-preston-vic-3072-16096755,Balnarring Village Shopping Centre,1807.03,268.14,3072,1200.0
257,1-125-henty-street-reservoir-vic-3073-16113414,206 Bourke Street,2139.33,285.38,3073,450.0
258,10-949-high-street-reservoir-vic-3073-15297144,Altona Gate Shopping Centre,3916.85,390.03,3073,490.0
259,2-123-cheddar-road-reservoir-vic-3073-16106073,Barkly Square,4992.26,452.32,3073,425.0
260,1-24-charlton-cres-reservoir-vic-3073-16109817,206 Bourke Street,3445.01,347.7,3073,425.0
261,24-6-hensley-road-lalor-vic-3075-16093487,206 Bourke Street,2836.84,402.27,3075,450.0
262,3-43-gillies-street-fairfield-vic-3078-16100715,206 Bourke Street,2376.9,251.41,3078,290.0
263,23-palm-street-fairfield-vic-3078-16099457,206 Bourke Street,2147.34,213.48,3078,890.0
264,1-150-grange-road-alphington-vic-3078-16099545,206 Bourke Street,1795.8,180.23,3078,320.0
265,201-21-mills-boulevard-alphington-vic-3078-16094987,206 Bourke Street,2747.3,347.63,3078,540.0
266,3-91-livingstone-street-ivanhoe-vic-3079-16097930,206 Bourke Street,777.37,87.3,3079,365.0
267,4-74-darebin-st-heidelberg-vic-3084-16113528,206 Bourke Street,914.27,117.64,3084,450.0
268,level-2-5-9-martin-street-heidelberg-vic-3084-16103734,206 Bourke Street,1013.55,106.51,3084,440.0
269,9-182-hawdon-street-heidelberg-vic-3084-16105331,206 Bourke Street,1265.75,149.43,3084,670.0
270,g09-59-earl-street-kew-vic-3101-14910454,Acland Court Shopping Centre,3838.38,430.84,3101,395.0
271,2-grace-court-kew-vic-3101-16095943,Altona Gate Shopping Centre,4038.32,465.56,3101,920.0
272,3-1a-wimba-avenue-kew-vic-3101-16100819,206 Bourke Street,3981.88,388.97,3101,475.0
273,1-12-stawell-street-kew-vic-3101-16108050,206 Bourke Street,2557.86,286.67,3101,700.0
274,21-findon-crescent-kew-vic-3101-16113943,206 Bourke Street,1201.59,155.9,3101,1600.0
275,9-39-studley-park-rd-kew-vic-3101-16110655,206 Bourke Street,2067.08,219.55,3101,595.0
276,5-33-parkhill-road-kew-vic-3101-16112182,206 Bourke Street,4184.43,407.06,3101,650.0
277,19-asquith-street-kew-vic-3101-16113258,206 Bourke Street,5177.19,634.36,3101,720.0
278,202-39-studley-park-rd-kew-vic-3101-16110655,206 Bourke Street,2067.08,219.55,3101,595.0
279,3-92-brougham-street-kew-vic-3101-16092388,Acland Court Shopping Centre,2837.85,348.59,3101,1200.0
280,4-92-brougham-street-kew-vic-3101-16092405,Acland Court Shopping Centre,2840.2,348.93,3101,1100.0
281,21-high-street-kew-vic-3101-16111438,Altona Gate Shopping Centre,1424.39,171.62,3101,700.0
282,6-8-clyde-street-kew-east-vic-3102-16106556,206 Bourke Street,5760.02,602.95,3102,400.0
283,4-15-munro-st-kew-east-vic-3102-16103832,Acland Court Shopping Centre,4864.09,475.49,3102,550.0
284,3-17-munro-st-kew-east-vic-3102-16104263,Acland Court Shopping Centre,4846.33,472.93,3102,900.0
285,46-elm-grove-kew-east-vic-3102-16099817,206 Bourke Street,6792.58,697.86,3102,720.0
286,105-18-cadow-street-kew-east-vic-3102-16104932,206 Bourke Street,6157.81,605.56,3102,475.0
287,101-20-weir-street-balwyn-vic-3103-16106435,206 Bourke Street,3850.85,407.89,3103,400.0
288,128-gordon-street-balwyn-vic-3103-16091813,206 Bourke Street,3959.24,444.05,3103,1100.0
289,6-eyre-st-balwyn-vic-3103-16095631,206 Bourke Street,2951.04,376.42,3103,1300.0
290,63-monash-ave-balwyn-vic-3103-16111877,206 Bourke Street,4095.47,452.31,3103,800.0
291,44-elliott-ave-balwyn-vic-3103-16105752,206 Bourke Street,4030.41,446.89,3103,590.0
292,110-182-whitehorse-road-balwyn-vic-3103-15840276,206 Bourke Street,3514.01,401.5,3103,360.0
293,2-bennett-street-deepdene-vic-3103-16104504,206 Bourke Street,2880.21,374.65,3103,1175.0
294,23-bolinda-road-balwyn-north-vic-3104-16098242,206 Bourke Street,5424.21,517.54,3104,600.0
295,10-208-210-high-street-templestowe-lower-vic-3107-16091613,Acland Court Shopping Centre,2002.43,193.12,3107,400.0
296,717-101-tram-road-doncaster-vic-3108-16103524,206 Bourke Street,812.52,115.35,3108,500.0
297,21-872-874-doncaster-road-doncaster-east-vic-3109-16093627,Altona Gate Shopping Centre,2468.79,233.05,3109,365.0
298,205-1-redhill-terrace-doncaster-east-vic-3109-16094041,206 Bourke Street,938.74,127.78,3109,500.0
299,1-383-serpells-road-doncaster-east-vic-3109-16111336,206 Bourke Street,1800.05,214.13,3109,600.0
300,50-thea-grove-doncaster-east-vic-3109-16094598,Acland Court Shopping Centre,2639.29,330.35,3109,480.0
301,211-7-red-hill-terrace-doncaster-east-vic-3109-16092464,206 Bourke Street,1011.86,145.32,3109,440.0
302,21-dover-street-richmond-vic-3121-16103850,Bulleen Plaza,1790.21,215.65,3121,650.0
303,19-canterbury-street-richmond-vic-3121-16096668,Barkly Square,2183.53,270.16,3121,700.0
304,75-cutter-street-richmond-vic-3121-16105791,Barkly Square,2423.59,304.24,3121,750.0
305,104-71-abinger-street-richmond-vic-3121-16096988,206 Bourke Street,2246.71,257.7,3121,500.0
306,2-7-jika-place-richmond-vic-3121-16096685,Altona Gate Shopping Centre,2181.74,333.56,3121,540.0
307,17-6-adam-street-richmond-vic-3121-16100713,Balnarring Village Shopping Centre,2277.66,286.67,3121,325.0
308,57-lincoln-street-richmond-vic-3121-16092170,206 Bourke Street,1445.82,197.26,3121,640.0
309,3-52-baker-street-richmond-vic-3121-16098254,206 Bourke Street,1393.26,184.22,3121,400.0
310,158-burnley-street-richmond-vic-3121-13706826,206 Bourke Street,1583.98,225.84,3121,825.0
311,301-27-dickmann-street-richmond-vic-3121-16112647,Bellpost Shopping Centre,1428.27,173.8,3121,600.0
312,6-183-coppin-street-richmond-vic-3121-16105773,Barrabool Hills Plaza,1905.23,209.87,3121,340.0
313,3-17-moorhouse-street-richmond-vic-3121-13330833,Altona Gate Shopping Centre,1896.82,301.56,3121,650.0
314,98a-stawell-street-richmond-vic-3121-16104417,Barkly Square,2414.44,313.39,3121,525.0
315,73-fraser-street-richmond-vic-3121-16091575,206 Bourke Street,2079.74,247.94,3121,645.0
316,6-44-type-street-richmond-vic-3121-16099000,206 Bourke Street,1964.4,251.02,3121,330.0
317,5-4-little-buckingham-street-richmond-vic-3121-16099408,Barkly Square,1975.26,235.89,3121,840.0
318,429-burnley-street-richmond-vic-3121-16100386,Balnarring Village Shopping Centre,2250.31,288.88,3121,925.0
319,57-lord-st-richmond-vic-3121-16112934,206 Bourke Street,2165.49,285.76,3121,1300.0
320,75-neptune-street-richmond-vic-3121-16110194,206 Bourke Street,2115.54,271.24,3121,650.0
321,218-71-abinger-street-richmond-vic-3121-16094828,206 Bourke Street,2246.71,257.7,3121,575.0
322,13a-laity-street-richmond-vic-3121-16099660,206 Bourke Street,1705.63,224.7,3121,1200.0
323,20-davison-street-richmond-vic-3121-6782699,206 Bourke Street,957.62,146.3,3121,550.0
324,94-lennox-street-richmond-vic-3121-16113257,Bendigo Marketplace,2406.2,283.32,3121,700.0
325,4-82-buckingham-street-richmond-vic-3121-16109770,206 Bourke Street,1540.51,226.69,3121,450.0
326,12-murray-street-richmond-vic-3121-16103776,206 Bourke Street,2207.73,292.11,3121,640.0
327,46-73-river-street-richmond-vic-3121-16094613,206 Bourke Street,1918.9,249.64,3121,425.0
328,5-lightfoot-street-richmond-vic-3121-10274422,206 Bourke Street,2292.76,314.81,3121,650.0
329,308-71-canterbury-street-richmond-vic-3121-14973757,Barrabool Hills Plaza,2135.46,254.96,3121,515.0
330,15-gibdon-street-burnley-vic-3121-16105787,Balnarring Village Shopping Centre,1966.41,249.62,3121,770.0
331,304-27-dickmann-street-richmond-vic-3121-16113260,Bellpost Shopping Centre,1428.27,173.8,3121,595.0
332,607-253-bridge-road-richmond-vic-3121-16100906,Bellpost Shopping Centre,2221.21,261.03,3121,420.0
333,g01-8-carroll-street-richmond-vic-3121-16105144,Bourke Street Mall,2048.85,238.78,3121,465.0
334,18-park-grove-richmond-vic-3121-16105798,Balnarring Village Shopping Centre,2747.79,377.42,3121,550.0
335,79-buckingham-street-richmond-vic-3121-16100639,206 Bourke Street,1545.02,227.51,3121,850.0
336,69-brighton-street-richmond-vic-3121-16096202,Acland Court Shopping Centre,1143.25,162.43,3121,650.0
337,11-shamrock-street-richmond-vic-3121-16091440,Bellpost Shopping Centre,1441.02,184.83,3121,695.0
338,16-2a-brougham-street-richmond-vic-3121-16094696,Bayside Shopping Centre,1878.96,223.86,3121,420.0
339,34-abinger-street-richmond-vic-3121-16096038,206 Bourke Street,2384.81,285.91,3121,500.0
340,2-81-abinger-street-richmond-vic-3121-16099075,206 Bourke Street,2032.14,253.76,3121,800.0
341,14-lesney-street-richmond-vic-3121-16111270,Bellpost Shopping Centre,1286.59,151.03,3121,725.0
342,402-77-abinger-street-richmond-vic-3121-16110511,206 Bourke Street,2261.12,261.16,3121,640.0
343,40-wellington-street-richmond-vic-3121-16094652,Bulleen Plaza,1762.82,200.57,3121,780.0
344,5-19-palmer-street-richmond-vic-3121-16098868,206 Bourke Street,1821.15,242.44,3121,700.0
345,109-39-riversdale-road-hawthorn-vic-3122-16109227,206 Bourke Street,2957.69,254.82,3122,600.0
346,7-connell-street-hawthorn-vic-3122-16112571,Barrabool Hills Plaza,2010.69,253.97,3122,895.0
347,13-23-power-street-hawthorn-vic-3122-16092614,Altona Gate Shopping Centre,1854.21,224.27,3122,325.0
348,4-32-power-street-hawthorn-vic-3122-16103495,Altona Gate Shopping Centre,1807.98,240.12,3122,350.0
349,18-112-riversdale-road-hawthorn-vic-3122-16108055,206 Bourke Street,2328.36,209.51,3122,350.0
350,10-edlington-street-hawthorn-vic-3122-16113945,206 Bourke Street,1653.14,166.12,3122,800.0
351,4-3-finchley-court-hawthorn-vic-3122-16104849,206 Bourke Street,2776.48,261.73,3122,450.0
352,3-197-auburn-road-hawthorn-vic-3122-16096743,206 Bourke Street,1796.97,175.85,3122,310.0
353,104-77-riversdale-road-hawthorn-vic-3122-16100086,206 Bourke Street,2635.97,231.65,3122,1175.0
354,2-70-power-street-hawthorn-vic-3122-16075968,Altona Gate Shopping Centre,2125.15,245.94,3122,470.0
355,103-567-569-glenferrie-road-hawthorn-vic-3122-16108509,206 Bourke Street,2736.22,238.87,3122,525.0
356,34-589-glenferrie-road-hawthorn-vic-3122-16094937,206 Bourke Street,2551.82,226.33,3122,265.0
357,8-1b-kinkora-road-hawthorn-vic-3122-16104258,Balnarring Village Shopping Centre,1986.2,240.16,3122,380.0
358,13-112-riversdale-road-hawthorn-vic-3122-16106515,206 Bourke Street,2328.36,209.51,3122,460.0
359,20-523-burwood-road-hawthorn-vic-3122-16103788,206 Bourke Street,1789.47,171.45,3122,550.0
360,10-henrietta-st-hawthorn-vic-3122-16094383,206 Bourke Street,2536.46,244.33,3122,900.0
361,9-312-316-barkers-road-hawthorn-vic-3122-16109610,206 Bourke Street,2742.18,263.04,3122,725.0
362,6-33-grove-rd-hawthorn-vic-3122-16094567,Balnarring Village Shopping Centre,1666.4,211.79,3122,430.0
363,5-selbourne-street-hawthorn-vic-3122-16100969,206 Bourke Street,2097.44,246.6,3122,715.0
364,16-197-auburn-road-hawthorn-vic-3122-16109889,206 Bourke Street,1796.97,175.85,3122,350.0
365,5-56-58-burwood-road-hawthorn-vic-3122-16096828,Barkly Square,2675.74,318.24,3122,375.0
366,304-708-burwood-rd-hawthorn-vic-3122-16096604,206 Bourke Street,1132.59,142.25,3122,650.0
367,ug05c-55-camberwell-road-hawthorn-east-vic-3123-16065863,206 Bourke Street,892.26,104.62,3123,615.0
368,26-hastings-road-hawthorn-east-vic-3123-16107338,206 Bourke Street,1193.4,138.11,3123,810.0
369,12-2-freeman-street-hawthorn-east-vic-3123-16099575,206 Bourke Street,1344.96,157.67,3123,275.0
370,107-35-camberwell-road-hawthorn-east-vic-3123-16104010,206 Bourke Street,988.88,112.35,3123,625.0
371,11-115-victoria-rd-hawthorn-east-vic-3123-16099268,206 Bourke Street,1141.31,130.78,3123,310.0
372,2-119-victoria-road-hawthorn-east-vic-3123-16091571,206 Bourke Street,1103.72,132.38,3123,390.0
373,2-31-33-caroline-street-hawthorn-east-vic-3123-16109612,206 Bourke Street,1583.68,183.94,3123,370.0
374,209-8-montrose-street-hawthorn-east-vic-3123-16109618,206 Bourke Street,1432.34,158.93,3123,400.0
375,23-11-auburn-gr-hawthorn-east-vic-3123-16106129,206 Bourke Street,1272.06,157.6,3123,420.0
376,8-1091-burke-road-hawthorn-east-vic-3123-16096688,206 Bourke Street,1305.28,184.54,3123,370.0
377,304-708-burwood-rd-hawthorn-east-vic-3123-16096604,206 Bourke Street,1132.59,142.25,3123,650.0
378,2-21-munro-st-hawthorn-east-vic-3123-16108516,206 Bourke Street,1566.27,187.74,3123,425.0
379,6-30-munro-st-hawthorn-east-vic-3123-16112646,206 Bourke Street,1475.37,157.95,3123,495.0
380,33-broomfield-road-hawthorn-east-vic-3123-16098753,206 Bourke Street,1993.57,195.03,3123,1000.0
381,54-athelstan-road-camberwell-vic-3124-16104500,Acland Court Shopping Centre,2003.07,196.3,3124,975.0
382,14-thomas-st-camberwell-vic-3124-16106434,206 Bourke Street,5377.83,501.59,3124,1600.0
383,4-11-allambee-avenue-camberwell-vic-3124-16100759,206 Bourke Street,1943.61,236.37,3124,530.0
384,4-105-wattle-valley-road-camberwell-vic-3124-16105634,206 Bourke Street,2573.83,244.11,3124,395.0
385,27-ellsworth-crescent-camberwell-vic-3124-16093229,Acland Court Shopping Centre,3915.08,427.51,3124,810.0
386,568-camberwell-road-camberwell-vic-3124-16098540,206 Bourke Street,2562.43,252.69,3124,550.0
387,1-3-crescent-road-camberwell-vic-3124-16096867,206 Bourke Street,1358.35,176.39,3124,495.0
388,g02-555-burke-road-camberwell-vic-3124-16095744,206 Bourke Street,1080.7,101.13,3124,650.0
389,43-cochrane-avenue-camberwell-vic-3124-16109593,206 Bourke Street,1936.95,259.63,3124,1250.0
390,202-555-burke-road-camberwell-vic-3124-16109562,206 Bourke Street,1080.7,101.13,3124,680.0
391,3-4-spencer-road-camberwell-vic-3124-16091161,206 Bourke Street,1451.18,161.24,3124,465.0
392,9-pine-camberwell-vic-3124-16112483,Altona Gate Shopping Centre,1500.21,135.9,3124,1150.0
393,4-gilmour-road-camberwell-vic-3124-16106772,Acland Court Shopping Centre,4301.58,382.36,3124,900.0
394,24-prospect-hill-road-camberwell-vic-3124-16092042,206 Bourke Street,325.74,62.59,3124,1100.0
395,2-14-rowell-avenue-camberwell-vic-3124-16097609,206 Bourke Street,1479.1,201.53,3124,600.0
396,301-1150-toorak-road-camberwell-vic-3124-16100175,206 Bourke Street,3193.9,323.66,3124,450.0
397,3-aisbett-ave-camberwell-vic-3124-16109108,206 Bourke Street,3848.13,415.16,3124,700.0
398,1a-monica-street-burwood-vic-3125-16097697,206 Bourke Street,4516.58,482.99,3125,730.0
399,31-rubens-grove-canterbury-vic-3126-16112358,206 Bourke Street,2038.61,255.82,3126,1400.0
400,2e-hopetoun-avenue-canterbury-vic-3126-16099464,206 Bourke Street,2447.8,275.94,3126,750.0
401,78-wattle-valley-rd-canterbury-vic-3126-16109321,206 Bourke Street,2568.47,242.7,3126,1100.0
402,g02-178-union-rd-surrey-hills-vic-3127-16103762,206 Bourke Street,3146.81,303.73,3127,390.0
403,937-riversdale-road-surrey-hills-vic-3127-16095527,206 Bourke Street,4554.82,444.93,3127,550.0
404,3-34-durham-road-surrey-hills-vic-3127-16103162,Acland Court Shopping Centre,3330.97,348.54,3127,395.0
405,1-969-riversdale-road-surrey-hills-vic-3127-16099850,206 Bourke Street,4494.84,431.53,3127,500.0
406,206-801-whitehorse-road-mont-albert-vic-3127-16107016,206 Bourke Street,1408.67,184.63,3127,550.0
407,201-43-zetland-road-mont-albert-vic-3127-16092749,206 Bourke Street,1712.85,234.98,3127,730.0
408,4-13-blackburn-street-surrey-hills-vic-3127-16109055,206 Bourke Street,2994.52,299.87,3127,430.0
409,12-kennealy-st-surrey-hills-vic-3127-16112779,Acland Court Shopping Centre,3400.61,371.07,3127,1500.0
410,3-1-nangnak-lane-mont-albert-vic-3127-16105157,206 Bourke Street,1539.08,201.35,3127,640.0
411,1-52-medway-street-box-hill-vic-3128-16112906,206 Bourke Street,1030.04,103.79,3128,370.0
412,205-6-8-wellington-road-box-hill-vic-3128-16110292,206 Bourke Street,1180.96,175.92,3128,400.0
413,8-27-oxford-street-box-hill-vic-3128-16098733,206 Bourke Street,941.55,113.71,3128,580.0
414,2-11-barrina-street-blackburn-south-vic-3130-16107646,Altona Gate Shopping Centre,3393.61,456.48,3130,750.0
415,88-surrey-road-blackburn-north-vic-3130-16112949,206 Bourke Street,1257.54,136.69,3130,600.0
416,2-8-rupert-street-mitcham-vic-3132-16113687,206 Bourke Street,1745.22,165.7,3132,360.0
417,229b-1-19-colombo-street-mitcham-vic-3132-16106908,206 Bourke Street,452.49,67.14,3132,330.0
418,2-ritz-street-vermont-south-vic-3133-15960853,206 Bourke Street,638.51,90.7,3133,520.0
419,3-20-24-dublin-road-ringwood-east-vic-3135-16112504,206 Bourke Street,2217.17,229.22,3135,425.0
420,106-471-malvern-road-south-yarra-vic-3141-16099095,206 Bourke Street,755.78,45.83,3141,425.0
421,1311-18-claremont-street-south-yarra-vic-3141-16106506,Balnarring Village Shopping Centre,1050.65,141.85,3141,620.0
422,5-90-toorak-road-west-south-yarra-vic-3141-16096683,Brandon Park Shopping Centre,1393.8,145.91,3141,360.0
423,203-5-7-wilson-street-south-yarra-vic-3141-15197334,Altona Gate Shopping Centre,404.82,64.66,3141,450.0
424,504-649-chapel-street-south-yarra-vic-3141-16097235,Balnarring Village Shopping Centre,106.08,16.75,3141,650.0
425,1205-77-river-street-south-yarra-vic-3141-14520896,Altona Gate Shopping Centre,175.1,20.57,3141,540.0
426,4-35-marne-street-south-yarra-vic-3141-16103633,Brand Smart Premium Outlet Centre,1432.36,172.6,3141,700.0
427,402-1-chapel-mews-south-yarra-vic-3141-16108066,Altona Gate Shopping Centre,193.36,20.11,3141,680.0
428,21-palermo-street-south-yarra-vic-3141-16099286,Altona Gate Shopping Centre,269.65,51.41,3141,450.0
429,2-31-howitt-street-south-yarra-vic-3141-16109026,Balnarring Village Shopping Centre,1049.43,114.92,3141,320.0
430,4-26-davis-avenue-south-yarra-vic-3141-16111137,Acland Court Shopping Centre,786.65,114.7,3141,375.0
431,1215-7-claremont-street-south-yarra-vic-3141-16108496,Balnarring Village Shopping Centre,1117.2,153.83,3141,550.0
432,510-77-river-street-south-yarra-vic-3141-16093296,Altona Gate Shopping Centre,175.1,20.57,3141,395.0
433,2-1-alexandra-avenue-south-yarra-vic-3141-16106940,Burnside Hub,1638.9,207.43,3141,950.0
434,1101-77-river-street-south-yarra-vic-3141-15537769,Altona Gate Shopping Centre,175.1,20.57,3141,540.0
435,unit-1607-50-claremont-st-south-yarra-vic-3141-16111948,Altona Gate Shopping Centre,912.97,117.07,3141,580.0
436,62-hawksburn-road-south-yarra-vic-3141-16109344,Balnarring Village Shopping Centre,668.85,86.31,3141,1200.0
437,1601-7-claremont-street-south-yarra-vic-3141-15452608,Balnarring Village Shopping Centre,1117.2,153.83,3141,630.0
438,2-64-park-street-south-yarra-vic-3141-16093045,Brand Smart Premium Outlet Centre,1499.64,177.95,3141,690.0
439,1-16-darling-street-south-yarra-vic-3141-16100628,Acland Court Shopping Centre,674.79,68.55,3141,410.0
440,1008-2-claremont-street-south-yarra-vic-3141-14225672,Acland Court Shopping Centre,566.83,72.72,3141,630.0
441,3-1-alexandra-avenue-south-yarra-vic-3141-16103763,Burnside Hub,1638.9,207.43,3141,875.0
442,unit-901-50-claremont-st-south-yarra-vic-3141-16098894,Altona Gate Shopping Centre,912.97,117.07,3141,365.0
443,4-470-punt-road-south-yarra-vic-3141-16111404,206 Bourke Street,1304.64,140.36,3141,430.0
444,16-174-toorak-road-west-south-yarra-vic-3141-16097614,206 Bourke Street,1667.24,156.71,3141,350.0
445,1305-45-claremont-street-south-yarra-vic-3141-16097070,Altona Gate Shopping Centre,878.87,113.83,3141,430.0
446,505-79-river-street-south-yarra-vic-3141-16108010,Altona Gate Shopping Centre,281.81,38.65,3141,470.0
447,4-peter-st-south-yarra-vic-3141-16111285,206 Bourke Street,1015.61,140.7,3141,1150.0
448,9-21-rockley-road-south-yarra-vic-3141-16109121,Acland Court Shopping Centre,759.57,86.1,3141,400.0
449,1212-35-malcolm-street-south-yarra-vic-3141-16104529,Balnarring Village Shopping Centre,94.38,8.95,3141,500.0
450,14-acland-street-south-yarra-vic-3141-16100335,Box Hill Central,1662.17,178.77,3141,1400.0
451,2-116-anderson-street-south-yarra-vic-3141-16100924,Burnside Hub,1635.88,192.29,3141,1150.0
452,2-55-avoca-street-south-yarra-vic-3141-16103349,206 Bourke Street,969.44,122.97,3141,630.0
